album;;title;;lyrics
0,25 mg EP;;Leonardo;;[Zwrotka 1: Quebonafide]  Chcesz potańczyć, choć masz szpilki  Potkniesz się o muffinki, jest następnych sto, sto  Znikasz stąd jak gwiazdki Milky, jak Shaggy  Albo Lil' Kim, albo jak nie wiem, ktoś, kto?  Wczoraj był, a dziś go nie ma, bo marzenia o karierach  To nadzieja co zabiera, lub zabrała cię  I jak widzę się na scenach, na bankietach i premierach  Czasami do mnie dociera, gdzie jest stary Que?  Ona ledwie mnie widziała, ale mówi "skarbie"  Przysięgam, że nie spodziewałem się gdzie się znajdę  Tonący chwytasz się brzytwy jak jebany barber  No a moi ludzie wchodzą tu jak Peaky Blinders  Mimo wszystko ciągle siedzi we mnie niepoprawność  Patrzę na te stare zdjęcia, myślę "nie tak dawno"  Polskie rapy, fascynuje mnie ich nieporadność  Nie potrzebujemy nagród tak jak Leonardo    [Refren: Quebonafide]  Da Vinci, Di Caprio, Bonucci  Powiedz tym sukom, że hajs łatwo nie wróci już  Da Vinci, Di Caprio, Bonucci  Powiedz tym sukom, że hype łatwo nie wróci już  Da Vinci, Di Caprio, Bonucci  Powiedz tym sukom, że blask łatwo nie wróci już  Da Vinci, Di Caprio, Bonucci  Bo teraz u swoich ludzi, dwie minuty i mnie kochasz znów    [Zwrotka 2: Taco Hemingway & Quebonafide]  Robię dziesięć rzeczy naraz, jestem Leonardo  Oni myślą że zabawa, że nam leją alko  Pod ścianką tańczymy tango tu z Ewą Farną  I tyle klocków, że zazdrość od Legolandów  Chciała mnie dotknąć, ja swatam ją tylko z klamką  Ona chce rozmów, ja dawno już jestem Van Gogh  Bo jestem dla niej na sławę potężną szansą  Pyta czym pachnę, odparłem jej, że to banknot  Ona wciąż pragnie tej sławy  Chce stać tu na scenie gdy gram (ty no, u mnie też)  Widzisz no, gramy C'est la Vie  A ona znów pręży się tam, atakuje flash  Patrzę na te stare zdjęcia, chyba było warto  Nie chcę nudy, chcę by życie było piękną draką  Proszę panów, miłe panie, oto Quebo, Taco  W swoim fachu bez rywali tak jak Leonardo    [Refren: Quebonafide]  Da Vinci, Di Caprio, Bonucci  Powiedz tym sukom, że hajs łatwo nie wróci już  Da Vinci, Di Caprio, Bonucci  Powiedz tym sukom, że hype łatwo nie wróci już  Da Vinci, Di Caprio, Bonucci  Powiedz tym sukom, że blask łatwo nie wróci już  Da Vinci, Di Caprio, Bonucci  Bo teraz u swoich ludzi, dwie minuty i mnie kochasz znów    [Outro: Taco Hemingway]  Brudne banknoty leżą na stole  Śpiewają smutniej niż Leonard Cohen  Nawet was nie znam, wiem o was tonę  Ja sekretne życie jak Leonard Cohen  Brudne banknoty leżą na stole  Śpiewają smutniej niż Leonard Cohen  Nawet was nie znam, wiem o was tonę  Ja sekretne życie jak Leonard Cohen    
0,25 mg EP;;TLC;;[Zwrotka 1: Quebonafide]  Możesz sobą być, no bo to nie casting  Wszędzie słyszę pisk, tylko pisk jak Justin  Wybierz sobie który, wybierz sobie którym, same szybkie fury  Zaczynamy kulig, no bo gnam jak husky  Autentycznie, choć starość galopuje szybciej  Moje ciało już pulsuje szybciej  Ale nie chcę cię tylko fizycznie  No bo człowiek mała, to nie mięso z rusztu  Myślę o tym znowu leżąc w łóżku  Nie chcę czuć już jak to stado głupców  A im więcej ich, tym mniej, jak samobójców  Tłum, tłum, tłum fanek, tłum, tłum, tłum fanek  Ja jak obcy w tym ciele znów mam puls jak Bruce Banner  Bo gdy wieczór zmienia się w świt, słońce szepcze mi, że jest git  Ale powinnaś ze mną być, słuchać Samphy i TLC (wróć)  Słuchać SOMY i TLC, założyłem skład z Filipem, wyrzuć płytę One Direction  Od pół roku nic nie robię, tylko piszę, piszę teksty  Z Instagrama po angielsku robię wyjście, niby Brexit  Mam dosyć zagadek i dosyć tych gadek, że w życiu to jest jak jest  Gdziekolwiek nie idę, gdziekolwiek nie jadę ci fani to CBŚ  Zrzucam Balenciagę, czerwoną słuchawę, dzisiaj tylko SMS  Leci T-L-C, leci T-L-C    [Refren: Taco Hemingway]  W trasie tyle dni  W głowie wodospady, słucham TLC  Zalewają listy fanów, słucham TLC  Głowa wbita w materacu, niby Zinédine  W trasie tyle dni  W głowie wodospady, słucham TLC  Zalewają listy fanów, słucham TLC  Głowa wbita w materacu, niby Zinédine    [Zwrotka 2: Taco Hemingway]  Nie chciałem mieć hajsów, gdy hajsu nie miałem, dziś tylko chcę więcej  Znowu się czuję jak jakiś czarodziej, bo ciągle tu wszyscy mi łypią na ręce  Jakieś dziewczyny szukały jak Gollum obrączek, chciały mnie chwycić za serce  Chórem śpiewają, że tak mnie kochają, że czuję się jakby ktoś puścił TLC  Jagiełło tu robi piruety, jak w trumnie, gdy patrzy na kraj nasz  Wracam o siódmej ze studia, no trudno, już taki mam arbeit  Szprycer podzielił słuchaczy, ta płyta to jakiś apartheid  Na "Karimacie" jest czarno na białym o wszystkim, wystarczy się skupić na faktach  Zdrowie poświęcone klockom jak Lego  Lubię tę forsę robioną na lewo  Prosty i prawy jak Conor McGregor  Nie dzwoń tu do mnie, bo obiad mam z Quebo  Anegdoty oraz biznesplany, serwujemy trochę zimnej karmy  Tłuste kęsy od tej bitej piany, minie wszystko szybko, ale my czekamy  Teraz to go boli brzuch, musiał zjadać słowa  On by chciał do Hollywood, won do Pacanowa  Dyrydymdyrydymtymtymtym, Fifi znalazł Boga  Swoim szyfrem robię cyfry w cyfrze i na analogach  Co ty, myślisz, że te liczby kłamią?  Myślisz że to śmichy-chichy, niby Jimmy Fallon?  Fani są jak chorągiewki, oby dziś nie wiało  A ich próby już opisał Pudzian: To by nic nie dało    [Refren: Taco Hemingway]  W trasie tyle dni  W głowie wodospady, słucham TLC  Zalewają listy fanów, słucham TLC  Głowa wbita w materacu, niby Zinédine  W trasie tyle dni  W głowie wodospady, słucham TLC  Zalewają listy fanów, słucham TLC  Głowa wbita w materacu, niby Zinédine    
0,25 mg EP;;Benevento;;[Refren: Taco Hemingway]  Nie miałem grosza przy duszy, dziś nie mam duszy przez grosze  Dostaję call'a od Kuby - halo, kuzynku spóźnię się trochę  Towar się kruszy, powiem ci w sumie, że lubię te forsę  Pod Rossmann podjeżdża Panamera, mamy na cruisin' ochotę  Nie miałem grosza przy duszy, dziś nie mam duszy przez grosze  Dostaję call'a od Kuby - "Pablo, parkuję furę pod Piotrem" (skrrrt)    [Zwrotka 1: Taco Hemingway]  Wsiadam, puszczam mu zwrotę  Buja się bania, bo rzucam mu ogień  Z pasów się gapi już jakiś przechodzień  Kuba, no kurwa, uważaj na drogę  Na szczycie rapu, choć mały to totem  Dla ośmiu koła graliśmy w sobotę  Babcia się martwi, że padnie kariera  I pyta czy jakieś mam plany, co potem  Trójkąt warszawski dwa, Trójkąt warszawski trzy i cztery  Odetnę kuponów, ile się da  Ważne jest zawsze być w życiu szczerym  Przyda się kontrowersja  Powiem w wywiadzie, że Chrystus kretyn  Ale jak ujrzysz mnie w reklamie Playa  To nie uratuje mnie nic już wtedy, Fifi!    [Refren: Taco Hemingway]  Nie miałem grosza przy duszy, dziś nie mam duszy przez grosze  Dostaję call'a od Kuby - halo, kuzynku spóźnię się trochę  Towar się kruszy, powiem ci w sumie, że lubię te forsę  Pod Rossmann podjeżdża Panamera, mamy na cruisin' ochotę  Nie miałem grosza przy duszy, dziś nie mam duszy przez grosze  Dostaję call'a od Kuby - "Pablo, parkuję furę pod Piotrem" (skrrrt)    [Zwrotka 2: Quebonafide]  Moje miasto jest martwe jak Tristram  Jak ci dadzą zarobić skorzystasz  Mam wpisane w papierach artysta  Przeszedłem ten dystans, lepiej mieć assistance  Bo tu jazda jest ostra jak kozik  Nawet szczyl ma pistolet gazowy  Każdy deal to jest deal bez umowy  Bo co znaczy grzech, przeciwko grzesznikowi  Tu masz hazard bez kasyn  Znam tu ludzi bez kasy, bez duszy, bez zasad  Ci co mi ubliżali, kiedy zaczynałem dzisiaj mnie pytają o wakat  Miałem jedne spodenki jak Wasyl  W czasach jak nie było tu sushi i Maca  A koncert graliśmy ze dwa lata temu  Ale przy levelu do dziś wisi plakat  Bez ambicji przegrywają tu jak Benevento  "Takie życie, suko" - powiedz tym ewenementom  Że teraz robimy cruisin', znam za dużo złych ludzi  Ciii, ciii, czasem lepiej zahamować piętą  Pewnych rzeczy tu, gdzie żyje się nie zmienia łatwo  Młody Queba, młody Pablo mam w kieszeniach kantor  Pana-, pana-, pana-, panamera, Taco znowu nie odbiera  A ja czekam tu i czekam jak Irena Santor    
0,25 mg EP;;C3PO;;[Intro: C-3PO]  Did you hear that? This is madness  Ay, 2K this a madness, haha!    [Refren: Quebonafide]  Wszystkie moje płyty są złote jak C-3PO  Kajdany, grille, sygnet złote jak C-3PO  Serce moich ziomali to też jak C-3PO  Mam dla nich miłość stary, nie dla tych co VIP-y chcą  Wszystkie moje płyty są złote jak C-3PO  Kajdany, grille, sygnet złote jak C-3PO  Serce moich ziomali to też jak C-3PO  Mam dla nich miłość stary, nie dla tych co VIP-y chcą    [Zwrotka 1: Quebonafide]  Quebo wszędzie widzi złoto, wszędzie węszy euro  Wszystko złoto co się świeci, jestem C3PO  W centrum sztuki inne ciuchy, mówi mi Que Libero  Włoskich groupies wolne ruchy, po kodzie ze Sferą  Znowu nic nie czuję, się kręcę pod blokiem  Robię tysiąc fotek, jakbym był robotem  Wszędzie kasa kotek, znów robię robotę  Potem wraca hotel i piątek, sobotę  Zwiedzam hotelowe lobby, w głowie mam Trivago  Jadę furą, którą miałem tylko od Bburago  Sztuka z Kyoto, sztuka z Lagos, srebrne Murciélago  Widać gołym okiem, że jej nie krępuje nagość    [Bridge: C-3PO]  I do believe they think I am some sort of god    [Refren: Quebonafide]  Wszystkie moje płyty są złote jak C-3PO  Kajdany, grille, sygnet złote jak C-3PO  Serce moich ziomali to też jak C-3PO  Mam dla nich miłość stary, nie dla tych co VIP-y chcą  Wszystkie moje płyty są złote jak C-3PO  Kajdany, grille, sygnet złote jak C-3PO  Serce moich ziomali to też jak C-3PO  Mam dla nich miłość stary, nie dla tych co VIP-y chcą    [Zwrotka 2: Taco Hemingway]  To jest moje miejsce, więc nie parkuj mi tu  Gdy się wożę, one gwiżdżą, niby R2-D2  Czasem dość mam tej Warszawy, jakbym grał w Górniku  Kręci mi się w głowie na okrągło, niby R2-D2  Masz czerwoną kartę, więc nie szarżuj byku  A jak nie masz nic do powiedzenia to nie marnuj beatu  Byłem w Macu w Piszu, Quebo w Machu Picchu  Teraz idziem razem jak C3PO i R2-D2  Oni by chcieliby by mówić co robić i chcieliby by mówić z kim robić mam  A ja mam te nowe przychody, przygody, kolory, a teraz mam nowy plan  Dosyć mam drinów i tańców, dosyć mam min i awantur  Dosyć mam spin i teatrów, dosyć mam kantów  W takim przypadku też jestem jak R2, bratku  Zawsze pamiętaj jak musisz zobaczyć, kto ile ma w garnku  Robisz to tylko wyłącznie dlatego, że chcesz się upewnić, że jemu wystarczy, huh?  Czasem czuję się królewsko jakbym grał u Zizou  Czasem, że ktoś inny we mnie siedzi, jak w R2-D2  Uh!    [Refren: Quebonafide]  Wszystkie moje płyty są złote jak C-3PO  Kajdany, grille, sygnet złote jak C-3PO  Serce moich ziomali to też jak C-3PO  Mam dla nich miłość stary, nie dla tych co VIP-y chcą    [Outro: Taco Hemingway]  Wszystkie moje cyfry okrągłe jak R2-D2  Mam w głowie olej, rażę prądem jak R2-D2  Te kłamstwa mają krótką nogę jak R2-D2  Oczy dokoła głowy, a ty tylko widzisz przód    
0,25 mg EP;;8 Kobiet (Remix);;[Zwrotka 1: Taco Hemingway]  To niespotykane, każdy chciałby mnie dla siebie, a ja wolę poligamię  Chociaż jest to niemożliwe, ledwie żyję z sobą samym  Jem homara w pojedynkę, czuję się jak Colin Farrell  Prawie wjechał w szlaban, bo nikt nie otworzył bramy  Zawsze to robiła, znowu o tym zapomniałem  Po koncertach setne zdjęcie robię z fanem, pyta czego słucham  Czy znam taki raper: "Tory Lanez"  Ho? Nawet nie mówię, że mówi się Tory Lanez, ej  Prosi o zdjęcie i żebym podpisał mu nowy case  Zniknął gdzieś ochroniarz, znowu jestem osaczany  One chcą powtórzyć zdjęcie, sorry, wyszło rozmazane  Chcę już do niej wrócić, czekam aż założy szpilki  Jestem nowy Biggie, wtedy ona - młodą Lil' Kim  Już nie widzę ludzi, tylko wszędzie wokół wilki  Pragnę żyć po śmierci kiedy leci nowy Lil Peep    [Refren: Bedoes]  Hej, hej, hej! Mała!  Ciągle zabijam emocje, gdybym tatuował łzy jak Baka  Płakałbym do kostek (mamo!)  Powiedz błagam, jak mam wydorośleć?  Osiem kobiet, jeden pokój, a ja ciągle chcę dziewiątej (mała!)  Ciągle zabijam emocje, gdybym tatuował łzy jak Baka  Płakałbym do kostek (mamo!)  Powiedz błagam, jak mam wydorośleć?  Osiem kobiet, jeden pokój, a ja ciągle chcę dziewiątej    [Zwrotka 2: Quebonafide]  Zanim zrozumiesz, czemu znowu jestem sam  I zanim szepniesz "Nie jestem taka jak myślisz"  Zanim mi powiesz, że nie chodzi ci o szmal  Weź te trzy stówy i wybierz wanna czy prysznic  Mam nadzieję, że jest ci trudno tak jak mi  Te smutne oczy topią się w Margaret Astor  Stajesz na rzęsach, by zapomnieć każdą z chwil  Bo tamten uśmiech tylko dla mnie był jak custom  Leci Jimi, Jimi Hendrix, pachniesz Jimmy, Jimmy Choo  Tylko dziś nam miny zrzedły, stara miłość, inny wóz  Ty chcesz odejść, a nie możesz, one, żebym brał je obie  Osiem kobiet, osiem kobiet, kręci się po garderobie  Czuję się jak Jared Leto, Michael Douglas, Ryan Gosling  Wszystkie patrzą na ten sikor, na tej kajdan i chcą forsy  Jestem zepsuty, zgubiony, jestem gorzej niż najgorszy  Hotel pasodoble skarbie, znowu tańczę tu samotny    [Refren: Bedoes]  Hej, hej, hej! Mała!  Ciągle zabijam emocje, gdybym tatuował łzy jak Baka  Płakałbym do kostek (mamo!)  Powiedz błagam, jak mam wydorośleć?  Osiem kobiet, jeden pokój, a ja ciągle chcę dziewiątej (mała!)  Ciągle zabijam emocje, gdybym tatuował łzy jak Baka  Płakałbym do kostek (mamo!)  Powiedz błagam, jak mam wydorośleć?  Osiem kobiet, jeden pokój, a ja ciągle chcę dziewiątej    [Zwrotka 3: Bedoes]  Musiałbym mieć 'Rarri, by uciec przed problemami  One piszą tylko po to, żeby się pochwalić  Chcą tylko wieczoru z gwiazdą, chcą zrobić snapa z melanżu  Jeśli chcesz wieczoru z gwiazdą to się przejdź do planetarium  Osiem kobiet, każda chce mnie zabrać tobie  Jeden pokój, osiem kobiet, recepcja wzywa ochronę  Mała nie wstydź się, zgaś go o podłogę  Mała, nie bój się, jestem tu i ci pomogę  Osiem kobiet, każda chce mnie zabrać tobie  Jeden pokój, osiem kobiet, recepcja wzywa ochronę  Mała nie wstydź się, zgaś go o podłogę  Mała, nie bój się, jestem tu i ci pomogę    [Refren: Bedoes]  Hej, hej, hej! Mała!  Ciągle zabijam emocje, gdybym tatuował łzy jak Baka  Płakałbym do kostek (mamo!)  Powiedz błagam, jak mam wydorośleć?  Osiem kobiet, jeden pokój, a ja ciągle chcę dziewiątej (mała!)  Ciągle zabijam emocje, gdybym tatuował łzy jak Baka  Płakałbym do kostek (mamo!)  Powiedz błagam, jak mam wydorośleć?  Osiem kobiet, jeden pokój, a ja ciągle chcę dziewiątej    
0,25 mg EP;;VISA (Remix);;[Refren: Quebonafide & Taco Hemingway]  Nowa wiza, chociaż nadal nie mam w banku kart  Obok leży moja Frida, którą męczy świat  Kiedyś Sokół tu przewidział ile będę wart  Teraz słońce świeci tylko dla mnie jak...  Kropla wina na pościeli, znowu męczy kac  Szukam jutra, ale wczoraj znowu dręczy w snach  Nawet Tytus nie przewidział ile będę wart  Nie, nie    [Zwrotka 1: Quebonafide]  Zanim założyłem label tak jak Wojtek - Prosto  To pod łóżkiem miałem CKMa z Wojciechowską  Może przez to właśnie przeleciałem cały świat  By zrozumieć, że mam w głowie kosmos  Tyle znowu tracisz dla mnie, jestem Brad Pitt w Siedem  Siedzę i przeglądam story od Natalii Szroeder  Szukam kogoś, kto moją duszę nakarmi śpiewem  Ale przestańmy walczyć na tym messengerze  Myślę w co się ubierzesz, gdzie wyjdziesz  Myślę o tym, żeby być gdzie indziej  Wsiadam już w ten samolot jak w windę  Moja głowa paruje jak Tinder    [Refren: Quebonafide & Taco Hemingway]  Nowa wiza, chociaż nadal nie mam w banku kart  Obok leży moja Frida, którą męczy świat  Kiedyś Sokół tu przewidział ile będę wart  Teraz słońce świeci tylko dla mnie jak...  Kropla wina na pościeli, znowu męczy kac  Szukam jutra, ale wczoraj znowu dręczy w snach  Nawet Tytus nie przewidział ile będę wart  Nie, nie    [Zwrotka 2: Taco Hemingway]  Mam awizo, znowu pocztą przyszła nowa Visa  Taco Corp. to firma, zawsze chciałem to napisać  Znowu mnie obserwują hordy, jestem Mona Lisa  Byłem w Vogue, gdzie ten pałac jak pieprzona Piza?  Autografy, w sumie zawsze mam na dłoniach pisak  Jestem graczem, te dzieciaki mówią "co tam, Izak?"  Teraz nie lubisz, ale buja Ci się głowa i tak  A na koncertach u nas tłumy jak sobota w Lidlach, uh  Nie poznałem już dawno nikogo  Moje wyjścia już rzadko wychodzą  Moje ruchy niewidzialne jak znajomi z korpo  Już nie wrócą czasy, gdy żyłem anonimowo  TACONAFIDE to jeszcze pogorszy  Idę przez miasto, wzrok ukryty, a wszędzie widzę te oczy  Jedna prośba, nie pokazuj mnie palcem, no proszę  Fifi jak świeże powietrze, coraz rzadziej na dworze    [Refren: Quebonafide, Taco Hemingway & Kękę]  Nowa wiza, chociaż nadal nie mam w banku kart  Obok leży moja Frida, którą męczy świat  Kiedyś Sokół tu przewidział ile będę wart  Teraz słońce świeci tylko dla mnie jak...  Kropla wina na pościeli, znowu męczy kac  Szukam jutra, ale wczoraj znowu dręczy w snach  Nawet Tytus nie przewidział ile będę wart  Nie, nie (Remix!)    [Zwrotka 3: KęKę]  Siedzę sobie w belwederze na debacie o Polsce  Ministrowie w garniturach, a ich oczy pytają  Raper, ale raczej radzę ostrożnie  W takim tempie za dekadę mogę mianować Panów (hehe!)  Chcę odpuścić, ale sprawy są wielkie  Przez to cierpię, nie mogę dobrze zająć się małą  Dzwonisz, mówisz, że gotujesz, czy będę  Ja pośpiesznie na parkingu znów się zajadam kaszą (znowu sam)  Chcą iść wszędzie i mogę wejść jak chcę  Tylko jakoś mi nie chcę się iść  Takie rzeczy już nie proste i łatwe  Nowy świat, ale wciąż starzy my    [Refren: Quebonafide & Taco Hemingway]  Nowa wiza, chociaż nadal nie mam w banku kart  Obok leży moja Frida, którą męczy świat  Kiedyś Sokół tu przewidział ile będę wart  Teraz słońce świeci tylko dla mnie jak...  Kropla wina na pościeli, znowu męczy kac  Szukam jutra, ale wczoraj znowu dręczy w snach  Nawet Tytus nie przewidział ile będę wart  Nie, nie    
0,25 mg EP;;Ekodiesel (Remix);;[Refren: Taco Hemingway & Quebonafide]  Ledwo widzę, ja już ledwo widzę (wrum, wrum, wrum)  Staję w BP, leję ekodiesel (wrum, wrum, wrum)  Lekką schizę, mam już lekką schizę, nocą jeżdżąc piszę  Chcę paliwo, leję ekodiesel (Quebo!)  Ledwo widzę, ja już ledwo widzę (wrum, wrum, wrum)  Staję w BP, leję ekodiesel (wrum, wrum, wrum)  Lekką schizę, mam już lekką schizę, nocą jeżdżąc piszę  Chcę paliwo, leję ekodiesel (Taco!)    [Zwrotka 1: Taco Hemingway]  Żaden WizzAir, autem w stronę BXL, bliscy już bliżej  Turlam Peugeot sobie przez Ixelles, piję Robico  Umilam sobię drogę Hendrixem, uciekam sam już nie wiem przed czym, lecz nie dorwie mnie system  Nie dorwie nigdy nic mnie, prędzej zniszczę siebie sam tu  Nie ujrzysz mnie w teleekspresie ani w teleranku  Nie wącham bieli, nie chcę wódki i nie kręcę blantów  Jestem za stary na te sprawy, także weź nie żartuj  Numero uno tam na OLiSie, sprzedaż na Torwarze jakoś idzie  Twoje starania, o, jak droga nocą kolego bo czarno widzę  Odsuń się na bok jak Taco idzie, robisz uniki jak na korridzie  Piszesz tę zwrotkę miesiąc, nieźle, ja Szprycer sieknąłem jakoś w tydzień  W McDrive jej kupuję Shake'a, więc truskawkę liżę  Płacę paypass, ta mnie nęka czy się bardziej zbliżę  Moja dziewczyna totalnie Giselle, twoja to raczej John Arne Riise  Muszę uciekać, bo miły pan z Shella nareszcie mi wlał ten diesel    [Refren: Quebonafide & Taco Hemingway]  Ledwo widzę, ja już ledwo widzę (wrum, wrum, wrum)  Staję w BP, leję ekodiesel (wrum, wrum, wrum)  Lekką schizę, mam już lekką schizę, nocą jeżdżąc piszę  Chcę paliwo, leję ekodiesel (Taco!)  Ledwo widzę, ja już ledwo widzę (wrum, wrum, wrum)  Staję w BP, leję ekodiesel (wrum, wrum, wrum)  Lekką schizę, mam już lekką schizę, nocą jeżdżąc piszę  Chcę paliwo, leję ekodiesel    [Zwrotka 2: Paluch]  Pizgam przebiegi jak kierowca tira, ale postoju nie wymusza tacho  Znów tracę prawko, drogowy pirat, bo pisałem wersy do Quebo i Taco  Cały czas rapy, dzisiaj to biznes kurwa  Malują mi mural, co to za przypał  Kto by pomyślał? Gdzieś tam w stolicy pyra na murach  Kiedyś marzyłem o E46, dzisiaj odpalam G11  Kupię se wszystkie modele wstecz  Wiesz dobrze, że jestem wierny tej marce  Parkuję kluczykiem tak dla zabawy  Ty byś to pewnie wrzucił na Insta  Ja sobie wrzucę kolekcję platyn  Żeby przypomnieć kto rządzi na listach  Stacja - tankuj, wjeżdża ropa  Postój - parkuj, szybki ogar  Czarna kawa, bez hot-doga  Marna szama - w trasie norma  B.O.R to wieczny tourne'e  Do Holandii latam busem  Wszystko mogę - nic nie muszę  Marnych CD w drodze kurzę  Waga nie rośnie, choć latamy grubo  Cardio po Polsce, robimy furą suko  Z hotelu na koncert, saluto klubom ziom  Na scenie Sprite'y mieszamy z rudą    [Refren: Quebonafide & Taco Hemingway]  Ledwo widzę, ja już ledwo widzę (wrum, wrum, wrum)  Staję w BP, leję ekodiesel (wrum, wrum, wrum)  Lekką schizę, mam już lekką schizę, nocą jeżdżąc piszę  Chcę paliwo, leję ekodiesel (Taco!)  Ledwo widzę, ja już ledwo widzę (wrum, wrum, wrum)  Staję w BP, leję ekodiesel (wrum, wrum, wrum)  Lekką schizę, mam już lekką schizę, nocą jeżdżąc piszę  Chcę paliwo, leję ekodiesel (Quebo!)    [Zwrotka 3: Quebonafide]  (Odbiór!)  Lałem LPG zamiast benzyny, a dziś w Berlinie czeka Benz dealer  Staje na Statoil przez całe lato, mój ziomek siedzi tutaj i gnije  Przez całą zimę latam po tripach, noce w butikach, loże dla VIPa  Trochę się boję spytać co słychać, trochę się cykam zostawiać tipa mu  Porsche, Merc, Orlen, Shell, wlewam tylko setki  Noce, dnie, wożę się szybciej od karetki  W moim baku nigdy pusto, w moim baku nigdy sucho  BP, Lotos, Bliska, chuj w to wszystko, tylko nie ten Lukoil  Idzie śpiewająco jak w La La Landzie, fura o tylnym nana-napędzie  Tylko dla nas i tylko dla nas, mówiłem ci mała, że jakoś będzie  Mówiłem ci mała, że znają wszędzie, z tym silnikiem lecę jak Archangel  Na sobie MISBHV, nie Palm Angels, szybko się nie zmyję jak Arse Wenger  Podjeżdżam pod stację, jak prezes Lotosu i wkładam na palce jak pierścień z Cheetosów  4 Fingers, znowu złoty singiel, platynowy singiel, także zczaisz losu  Robisz oczy tu jak mały Gizmo, skurwysynu czuję nosem pismo  Nie wyskakuj mi z tą pantomimą, to jest Gran Torino, to jest Gran Turismo    [Refren: Taco Hemingway & Quebonafide]  Ledwo widzę, ja już ledwo widzę (wrum, wrum, wrum)  Staję w BP, leję ekodiesel (wrum, wrum, wrum)  Lekką schizę, mam już lekką schizę, nocą jeżdżąc piszę  Chcę paliwo, leję ekodiesel (Quebo!)  Ledwo widzę, ja już ledwo widzę (wrum, wrum, wrum)  Staję w BP, leję ekodiesel (wrum, wrum, wrum)  Lekką schizę, mam już lekką schizę, nocą jeżdżąc piszę  Chcę paliwo, leję ekodiesel    
